"","name","position","specialty","education"
"3505","WALKER,CHRISTOPHER A","Professor","Dance","MFA 2004 SUNY College at Brockport"
"3506","WALKER,JAMES R","Professor","Economics","PHD 1986 University of Chicago"
"3507","WALKER,JULIE M","Clinical Assoc Prof","Medical Sciences","DVM 2008 Michigan State University"
"3508","WALKER,THAD G","Professor","Physics","PHD 1988 Princeton University"
"3509","WALLACE,GEOFFREY L.","Associate Professor","Lafollette Sch Of Publ Affairs","PHD 1999 Northwestern University"
"3510","WALLACE,SUZANNE BETH","Clinical Asst Prof","Nursing","DNP 2012 Univ of Wisconsin-Stout"
"3511","WALLER,KEN","Clinical Assoc Prof","Surgical Sciences","DVM 2007 Univ of Wisconsin-Madison"
"3512","WALLER,SHELLY","Lecturer","Administration-Vmth","MS 2007 Univ of Wisconsin-Madison"
"3513","WALLMANN,JOHANNES","Associate Professor","Mead Witter School Of Music","PHD 2010 New York University"
"3514","WALSH,JENNIFER","Lecturer","Counseling Psychology","MS  Western Illinois University"
"3515","WALSH,JOHN EDWARD","Senior Lecturer","Wisconsin School Of Business","JD 1975 Univ of Wisconsin-Madison"
"3516","WALSH,JOSEPH G","Faculty Associate","Real Estate &amp; Urgan Land Econ","MS 1992 Univ of Wisconsin-Madison"
"3517","WALSH,KATE","Associate Professor","Psychology","PHD 2011 University of Nebraska-Lincoln"
"3518","WALSH,MATTHEW CUNNINGHAM","Lecturer","Academic Affairs","DRPH 2010 Univ of Wisconsin-Madison"
"3519","WALSH,TOVA B","Assistant Professor","Social Work","PHD 2013 Univ of Michigan at Ann Arbor"
"3520","WALTER,ALEXANDRA","Lecturer","German, Nordic &amp; Slavic","PHD 2002 Univ of Wisconsin-Madison"
"3521","WANDEL,LEE PALMER","Professor","History","PHD 1985 Univ of Michigan at Ann Arbor"
"3522","WANG,BOTONG","Assistant Professor","Mathematics","PHD 2012 Purdue University"
"3523","WANG,BU","Assistant Professor","Civil &amp; Environmental Engr","PHD 2012 "
"3524","WANG,DAIFENG","Assistant Professor","Biostatistics&amp;Med Informatics","PHD 2015 Yale University"
"3525","WANG,HAN","Assistant Professor","Integrative Biology","PHD 2013 Univ of Southern California"
"3526","WANG,JENNIFER LYNN HYLAND","Lecturer","Communication Arts","PHD 2006 Univ of Wisconsin-Madison"
"3527","WANG,JUE","Professor","Bacteriology","PHD 2002 U of California San Francisco"
"3528","WANG,MARY","Faculty Associate","English","MA 1995 University of Hawaii at Manoa"
"3529","WANG,MIAOYAN","Assistant Professor","Statistics","PHD 2014 University of Chicago"
"3530","WANG,TINA","Assistant Professor","Chemistry","PHD 2015 Yale University"
"3531","WANG,XIN","Assistant Professor","Industrial &amp; Systems Engr","PHD 2015 Univ of IL at Urbana-Champaign"
"3532","WANG,XUDONG","Professor","Materials Science&amp;Engineering","PHD 2005 Georgia Inst of Technology"
"3533","WANG,XUELI","Professor","Ed Leadership&amp;Policy Analysis","PHD 2008 Ohio State University"
"3534","WANG,YANG","Associate Professor","Lafollette Sch Of Publ Affairs","PHD 2009 Duke University"
"3535","WANG,YAZHEN","Professor","Statistics","PHD 1992 Univ of California Berkeley"
"3536","WANG,YI","Assistant Professor","Horticulture","PHD 2012 Univ of Wisconsin-Madison"
"3537","WANG,YING","Assistant Professor","Electrical &amp; Computer Engr","PHD  Univ of California Berkeley"
"3538","WANGERIN, JOANNA","Senior Lecturer","Accting &amp; Info Sys","MPA  Univ of Wisconsin-Whitewater"
"3539","WANGERIN,DAN","Associate Professor","Accting &amp; Info Sys","PHD 2011 "
"3540","WANNER,ANJA","Professor","English","PHD 1997 Padagogische Hochsch Gottingen"
"3541","WARD,DAVID ALLEN","Senior Lecturer","Wisconsin School Of Business","PHD 1999 Univ of Wisconsin-Madison"
"3542","WARD,EARLISE","Professor","Nursing","PHD 2002 Univ of Wisconsin-Madison"
"3543","WARD,EMILY J","Assistant Professor","Psychology","PHD 2016 Yale University"
"3544","WARDRIP,PETER THOMAS","Assistant Professor","Curriculum And Instruction","PHD 2014 University of Pittsburgh"
"3545","WARFIELD,TERRY D","Professor","Accting &amp; Info Sys","PHD 1989 University of Iowa"
"3546","WARGOWSKI,DAVID STEPHAN","Professor (Chs)","Pediatrics","MD 1985 Univ of Wisconsin-Madison"
"3547","WARNER,H WILLIAM","Assoc Lecturer","History","PHD 2017 Univ of Wisconsin-Madison"
"3548","WARREN ANDERSEN,SHANEDA","Assistant Professor","Population Health Sciences","PHD 2013 Univ of Wisconsin-Madison"
"3549","WASSARMAN,DAVID","Professor","Genetics","PHD 1992 Yale University"
"3550","WASSARMAN,KAREN","Professor","Bacteriology","PHD 1992 Yale University"
"3551","WATSON,ANDREW","Assistant Professor","Orthopedics And Rehabilitation","MD 2010 Univ Of TX Med Branch-Galvest"
"3552","WATTERS,JYOTI","Professor","Comparative Biosciences","PHD 1997 University of Washington"
"3553","WATTIAUX,MICHEL","Professor","Animal And Dairy Sciences","PHD 1990 Univ of Wisconsin-Madison"
"3554","WATTS,STEVEN","Lecturer","Wisconsin School Of Business","PHD 2020 Univ of Missouri-Columbia"
"3555","WAX,AUDREY LAUREN","Lecturer","Theatre &amp; Drama","MFA 2008 University of Idaho"
"3556","WEAVER,BETH A","Associate Professor","Cell And Regenerative Biology","PHD 2003 Univ of California San Diego"
"3557","WEAVER,JEREMY","Faculty Associate","Chemistry","DS 2005 California Institute of Tech"
"3558","WEBER,JESSE","Assistant Professor","Integrative Biology","PHD 2012 Harvard University"
"3559","WEBERT,KYLE","Asst Faculty Assoc","Botany","PHD 2016 Univ of Wisconsin-Madison"
"3560","WEEKS,AMY","Assistant Professor","Biochemistry","PHD 2013 Univ of California Berkeley"
"3561","WEEKS,JESSICA","Professor","Political Science","PHD 2009 Stanford University"
"3562","WEI,HAORAN","Assistant Professor","Civil &amp; Environmental Engr","PHD  "
"3563","WEICHERT,JAMEY P.","Professor","Radiology","PHD 1985 Univ of Michigan at Ann Arbor"
"3564","WEIGEL,KENT","Professor","Animal And Dairy Sciences","PHD 1992 Univ of Wisconsin-Madison"
"3565","WEIGOLD,URSULA","Clinical Professor","Law School","JD 1983 University of Texas at Austin"
"3566","WEIMER,DAVE","Professor","Lafollette Sch Of Publ Affairs","PHD 1978 Univ of California Berkeley"
"3567","WEISS,LIAD","Assistant Professor","Marketing","PHD 2013 Columbia University"
"3568","WEISSHAAR,JAMES C.","Professor","Chemistry","PHD 1979 Univ of California Berkeley"
"3569","WEIX,DANIEL JOHN","Professor","Chemistry","PHD 2005 Univ of California Berkeley"
"3570","WELCH,RODNEY","Professor","Medical Microbiology","PHD 1979 VA Commonwealth Univ-Hlth Sci"
"3571","WELHAM,NATHAN","Associate Professor","Surgery","PHD 2006 Univ of Wisconsin-Madison"
"3572","WELLIK,DENEEN MARIE","Professor","Cell And Regenerative Biology","PHD 1996 Univ of Wisconsin-Madison"
"3573","WELLS,SARAH","Associate Professor","English","PHD 2009 Univ of California Berkeley"
"3574","WELTON,ANJALE DEVAWN","Professor","Ed Leadership&amp;Policy Analysis","PHD 2011 University of Texas at Austin"
"3575","WEMMERLOV,URBAN","Professor","Operations &amp; Information Mgmt","PHD 1978 Lunds University"
"3576","WENDLAND,CLAIRE LEONE","Professor","Anthropology","PHD 1994 Univ of Massachusetts Amherst"
"3577","WENDT,AMY","Professor","Electrical &amp; Computer Engr","PHD 1988 Univ of California Berkeley"
"3578","WENDT,MARK ALAN","Faculty Associate","Chemistry","PHD 1999 Univ of Wisconsin-Madison"
"3579","WENG,YIQUN","Professor","Horticulture","PHD 1998 Texas A &amp; M University"
"3580","WENKER,SUE","Asst Professor (Chs)","Family Medicine","PHD 2016 Univ of Wisconsin-Madison"
"3581","WENTHUR,CODY JAMES","Assistant Professor","Pharmacy","PHD 2015 Vanderbilt University"
"3582","WERETKA,MAREK","Associate Professor","Economics","PHD 2006 Yale University"
"3583","WERLE,RODRIGO","Assistant Professor","Agronomy","PHD 2016 University of Nebraska-Lincoln"
"3584","WERLING,DONNA","Assistant Professor","Genetics","PHD 2014 Univ of California Los Angeles"
"3585","WERNER,CRAIG","Professor Emer","Afro-American Studies","PHD 1979 Univ of IL at Urbana-Champaign"
"3586","WERNER,NICOLE","Assistant Professor","Industrial &amp; Systems Engr","PHD 2014 George Mason University"
"3587","WEST,CHARLES RAYMOND","Senior Lecturer","Engr Professional Development","MBA 1969 Univ of Wisconsin-Madison"
"3588","WEST,CYNTHIA","Lecturer","Engr Professional Development","EDD 2017 Univ of Minnesota-Duluth"
"3589","WEST,KENNETH D.","Professor","Economics","PHD 1983 Massachusetts Inst Of Tech"
"3590","WESTERGAARD,RYAN PATRICK","Associate Professor","Medicine","PHD 2013 Johns Hopkins University"
"3591","WESTLER,WILLIAM M.","Dis Scientist","Biochemistry","PHD 1980 Purdue University"
"3592","WESTMARK,CARA JEAN","Assistant Professor","Neurology","PHD 1995 Notre Dame College"
"3593","WHEELER,DERIC L","Associate Professor","Human Oncology","PHD 2004 Univ of Wisconsin-Madison"
"3594","WHELAN,CHRISTINE","Assoc Faculty Assoc","Consumer Science","PHD 2004 University of Oxford"
"3595","WHITE,HEATHER","Associate Professor","Animal And Dairy Sciences","PHD 2010 Purdue University"
"3596","WHITE,MONICA M.","Associate Professor","Academic Programs","PHD 1998 Western Michigan University"
"3597","WHITE,SARAH","Clinical Instructor","Surgical Sciences","DVM 2017 Texas A &amp; M University"
"3598","WHITING,GLORIA MCCAHON","Assistant Professor","History","PHD 2015 Harvard University"
"3599","WHITMAN,THEA","Assistant Professor","Soil Science","PHD 2014 Cornell University"
"3600","WHITMIRE,ETHELENE","Professor","Afro-American Studies","PHD 2000 Univ of Michigan at Ann Arbor"
"3601","WHITMORE,KIM","Assistant Professor","Nursing","DNS 2017 Univ of Wisconsin-Milwaukee"
"3602","WHITTLE,BRUNO","Assistant Professor","Philosophy","PHD 2005 University of Oxford"
"3603","WICKENS,ZACH K","Assistant Professor","Chemistry","PHD 2015 California Institute of Tech"
"3604","WIDICUS WEAVER,SUSANNA","Professor","Chemistry","PHD 2005 California Institute of Tech"
"3605","WIDMAYER,CHRISSY","Lecturer","Acad&amp;Prg-Noncredit","MFA 2013 George Mason University"
"3606","WIDMER,MARIA MICHELS","Lecturer","Counseling Psychology",NA
"3607","WIEBEN,OLIVER","Professor","Medical Physics","PHD 2002 Univ of Wisconsin-Madison"
"3608","WIEDENHOEFT,BOB","Lecturer","Counseling Psychology","MS  Univ of Wisconsin-Milwaukee"
"3609","WIEGMANN,DOUGLAS A","Associate Professor","Industrial &amp; Systems Engr","PHD 1992 Texas Christian University"
"3610","WIEGMANN,SUSAN M","Assoc Faculty Assoc","Rehab Psychology &amp; Special Ed","PHD 1993 Univ of Wisconsin-Madison"
"3611","WIENHOLTS,JOHANNA","Lecturer","Mead Witter School Of Music","MM 2018 Manhattan School Of Music"
"3612","WIERCIOCH,GREGORY","Clinical Assoc Prof","Law School","JD 1992 Washington &amp; Lee University"
"3613","WIESSINGER,NICOLE","Assoc Faculty Assoc","Information School","MA 2016 University Of South Dakota"
"3614","WILCOTS,ERIC","Professor","Astronomy","PHD 1992 University of Washington"
"3615","WILD,PROF JOHN J","Professor","Accting &amp; Info Sys","PHD 1983 Univ of Wisconsin-Madison"
"3616","WILDE,BREE GROSSI","Adjunct Instructor","Law School",NA
"3617","WILDONGER,JILL C.","Associate Professor","Biochemistry","PHD 2005 Columbia University"
"3618","WILES,BRADLEY JOHN","Assoc Lecturer","Information School","MA 2008 Univ of Wisconsin-Madison"
"3619","WILKERSON,KIMBER L","Professor","Rehab Psychology &amp; Special Ed","PHD 1997 University of Washington"
"3620","WILKINSON,GRACE","Assistant Professor","Integrative Biology","PHD 2015 University of Virginia"
"3621","WILKINSON,KRISTIN","Lecturer","Curriculum And Instruction","MSED 2019 Concordia University Wisconsin"
"3622","WILLE,CHRISTA","Assoc Lecturer","Biomedical Engineering","DPT 2015 Univ of Wisconsin-Madison"
"3623","WILLES,MEGAN","Lecturer","Educational Psychology","PHD 2017 Univ of Wisconsin-Madison"
"3624","WILLETT,REBEKAH","Associate Professor","Information School","PHD 2002 University of London"
"3625","WILLIAMS,JACK W","Professor","Geography","PHD 1999 Brown University"
"3626","WILLIAMS,JAHMESE M","Asst Faculty Assoc","Wiscience","PHD 2016 Univ of California San Diego"
"3627","WILLIAMS,JIM","Assoc Faculty Assoc","Computer Sciences","PHD 2014 Univ of Wisconsin-Milwaukee"
"3628","WILLIAMS,JUSTIN COLE","Professor","Biomedical Engineering","PHD 2001 Arizona State University"
"3629","WILLIAMS,MAKEBA","Clinical Assoc Prof","Obstetrics &amp; Gynecology","MD 2004 Meharry Medical College"
"3630","WILLIAMS,MICHAEL L","Faculty Associate","Management &amp; Human Resources","MA 2005 Walsh Col Accountant &amp; Bus Adm"
"3631","WILLIAMS,NOAH M","Professor","Economics","PHD 2001 University of Chicago"
"3632","WILLIAMS,SCOTT P.","Asst Faculty Assoc","Engineering Physics","MS 2000 Univ of Wisconsin-Madison"
"3633","WILLIAMS,SHELBY RENE","Clinical Instructor","Pharmacy",NA
"3634","WILLIAMSON,BRADY","Honorary Assoc/Fellow","Law School","JD 1975 Georgetown University"
"3635","WILLIAMSON,LILLIE D","Assistant Professor","Communication Arts","PHD 2019 Univ of IL at Urbana-Champaign"
"3636","WILLIAMSON,SARAH","Faculty Associate","Academic Affairs","MMS 2007 "
"3637","WILLIFORD,DANIEL","Assistant Professor","History","PHD 2020 Univ of Michigan at Ann Arbor"
"3638","WILLITS,ANGELA","Clinical Assoc Prof","Social Work","MSW 2005 Simmons College"
"3639","WILLMANN,KARL","Assoc Professor (Chs)","Anesthesiology","MD 1997 Univ of Wisconsin-Madison"
"3640","WILLOUGHBY,ASA","Assoc Lecturer","South Asian Sum Lang Instit",NA
"3641","WILSON,BETHANY","Adjunct Instructor","Law School","JD 2017 Univ of Wisconsin-Madison"
"3642","WILSON,PAUL","Professor","Engineering Physics","PHD 1999 Univ of Wisconsin-Madison"
"3643","WILTBANK,MILO","Professor","Animal And Dairy Sciences","PHD 1987 Univ of Michigan at Ann Arbor"
"3644","WINCENTSEN,HEIDI LYNN","Faculty Associate","Nursing","MSN 2013 Walden University"
"3645","WINDSOR,JAMES MARK","Lecturer","Marketing","MBA 2011 Univ of Wisconsin-Eau Claire"
"3646","WINKLE-WAGNER,RACHELLE L","Professor","Ed Leadership&amp;Policy Analysis","PHD 2006 Indiana University"
"3647","WINSTON,TINA","Faculty Associate","Psychology","PHD 1990 Univ of Wisconsin-Madison"
"3648","WINTERSTEIN,ANDREW PATRICK","Dis Clinical Prof","Kinesiology","PHD 1994 Univ of Wisconsin-Madison"
"3649","WISWALL,MATTHEW JAMES","Professor","Economics","PHD 2005 Univ of California Los Angeles"
"3650","WITZENBURG,COLLEEN M","Assistant Professor","Biomedical Engineering","PHD  "
"3651","WIXON,DEVIN LAURA","Lecturer","Ed Leadership&amp;Policy Analysis","PHD 2011 Univ of Wisconsin-Madison"
"3652","WIYAKA,DENISE","Faculty Associate","Amer Ind St","LLM 1997 Georgetown University"
"3653","WODZYNSKI,LUKASZ","Assistant Professor","German, Nordic &amp; Slavic","PHD 2015 University of Toronto"
"3654","WOLF,KIRSTEN","Professor","German, Nordic &amp; Slavic","PHD 1987 University of London"
"3655","WOLF,MARSHA J","Senior Scientist","Astronomy","PHD 2005 University of Texas at Austin"
"3656","WOLFE,ANDREW M","Instructor Of Mil Sci","Military Science",NA
"3657","WOLINSKY,ZACHARY EVAN","Assoc Lecturer","Accting &amp; Info Sys","MACC 2020 Univ of Wisconsin-Madison"
"3658","WOLLACK,JAMES","Professor","Educational Psychology","PHD 1996 Univ of Wisconsin-Madison"
"3659","WOLLACK,JODI ERIKSSON","Lecturer","Educational Psychology","PHD 2000 Univ of Wisconsin-Madison"
"3660","WONG,NANCY YEE CHING","Professor","School Of Human Ecology","PHD 1996 Univ of Michigan at Ann Arbor"
"3661","WOOD, SARAH","Senior Lecturer","English","PHD 2009 Univ Of NC At Chapel Hill"
"3662","WOOD,MICHAEL WILLAIM","Clinical Asst Prof","Medical Sciences","PHD 2010 North Carolina State Univ"
"3663","WOODS,JON","Professor","Medical Microbiology","PHD 1989 Univ Of NC At Chapel Hill"
"3664","WOODS,ROBERT CLAUDE","Professor","Chemistry","PHD 1965 Harvard University"
"3665","WOODWARD,CATHERINE L","Assoc Faculty Assoc","Botany","PHD 2005 Univ of Wisconsin-Madison"
"3666","WOODWARD,KEITH","Professor","Geography","PHD 2007 University of Arizona"
"3667","WORZELLA,TRACY JEAN","Honorary Assoc/Fellow","Ms In Biotechnology Degree Prg","MS 2004 Univ of Wisconsin-Madison"
"3668","WRIGHT,DANIEL","Assistant Professor","Civil &amp; Environmental Engr","PHD 2013 Princeton University"
"3669","WRIGHT,ELIZABETH R","Professor","Biochemistry","PHD 2002 Emory University"
"3670","WRIGHT,JOHN","Professor Emer","Chemistry","PHD 1970 Johns Hopkins University"
"3671","WRIGHT,RANDALL","Professor","Finance","PHD 1986 Univ of Minnesota-Twin Cities"
"3672","WRIGHT,STEPHEN J","Professor","Computer Sciences","PHD 1984 University of Queensland"
"3673","WRIGHT,STEVEN HOWARD","Clinical Assoc Prof","Law School","JD 2006 Washington University"
"3674","WRIGHT,TRAVIS","Associate Professor","Counseling Psychology","EDD 2006 Harvard University"
"3675","WU,BI CHENG","Assoc Lecturer","Statistics","MS 2020 Univ of Wisconsin-Madison"
"3676","WU,CHENXI","Assistant Professor","Mathematics","PHD 2016 Cornell University"
"3677","WU,CHIN H","Professor","Civil &amp; Environmental Engr","PHD 1999 Massachusetts Inst Of Tech"
"3678","WU,DESMUND","Assoc Lecturer","Law School","JD 2009 Univ of California Los Angeles"
"3679","WU,SAU LAN YU","Professor","Physics","PHD 1970 Harvard University"
"3680","WYNE,JAMIE NICOLE","Assoc Lecturer","Mathematics",NA
"3681","WYNE,KEVIN T.","Faculty Associate","Academic Affairs","MS 2000 University of Edinburgh"
"3682","XENOS,MICHAEL","Professor","Life Sciences Communication","PHD 2005 University of Washington"
"3683","XING,YONGNA","Associate Professor","Oncology","PHD 1997 Rutgers State Univ-Newark"
"3684","XIONG,YANG SAO","Assistant Professor","Social Work","PHD 2013 Univ of California Los Angeles"
"3685","XU,HUIFANG","Professor","Geoscience","PHD 1993 Johns Hopkins University"
"3686","XU,TINA","Lecturer","Industrial &amp; Systems Engr","PHD 2015 Georgia Inst of Technology"
"3687","XU,WEI","Professor","Oncology","PHD 1999 University of Iowa"
"3688","XU,XIANGRU","Assistant Professor","Mechanical Engineering","PHD 2014 Chinese Academy of Sciences"
"3689","YABLON,ROBERT","Associate Professor","Law School","JD 2006 Yale University"
"3690","YACKEE,JASON","Professor","Law School","PHD 2006 Univ Of NC At Chapel Hill"
"3691","YACKEE,SUSAN W","Professor","Lafollette Sch Of Publ Affairs","PHD 2003 Univ Of NC At Chapel Hill"
"3692","YAHN,JEREMIAH","Faculty Associate","Integrative Biology","PHD 2016 Univ of Wisconsin-Madison"
"3693","YANDELL,BRIAN","Professor","Statistics","PHD 1981 Univ of California Berkeley"
"3694","YANG,BO","Asst Faculty Assoc","Statistics","PHD 2006 Case Western Reserve Univ."
"3695","YANG,SIJIA","Assistant Professor","Journalism&amp;Mass Communication","PHD  University of Pennsylvania"
"3696","YANG,TONGHAI","Professor","Mathematics","PHD 1995 Univ of Maryland College Park"
